T24,CO2 emission estimates,,,,,
608,Philippines,2017,Emissions per capita (metric tons of carbon dioxide),1.2060,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,1975,Emissions (thousand metric tons of carbon dioxide),338900.0050,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,1985,Emissions (thousand metric tons of carbon dioxide),422392.2330,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,1995,Emissions (thousand metric tons of carbon dioxide),333337.8380,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2005,Emissions (thousand metric tons of carbon dioxide),296261.1050,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2010,Emissions (thousand metric tons of carbon dioxide),307493.2730,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2015,Emissions (thousand metric tons of carbon dioxide),282708.4200,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2016,Emissions (thousand metric tons of carbon dioxide),293211.4100,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2017,Emissions (thousand metric tons of carbon dioxide),305841.9910,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,1975,Emissions per capita (metric tons of carbon dioxide),9.9610,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,1985,Emissions per capita (metric tons of carbon dioxide),11.3540,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,1995,Emissions per capita (metric tons of carbon dioxide),8.7090,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2005,Emissions per capita (metric tons of carbon dioxide),7.7630,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2010,Emissions per capita (metric tons of carbon dioxide),7.9830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2015,Emissions per capita (metric tons of carbon dioxide),7.3520,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2016,Emissions per capita (metric tons of carbon dioxide),7.6300,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
616,Poland,2017,Emissions per capita (metric tons of carbon dioxide),7.9600,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,1975,Emissions (thousand metric tons of carbon dioxide),18031.1100,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,1985,Emissions (thousand metric tons of carbon dioxide),23924.9090,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,1995,Emissions (thousand metric tons of carbon dioxide),47231.1500,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2005,Emissions (thousand metric tons of carbon dioxide),61385.7980,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2010,Emissions (thousand metric tons of carbon dioxide),47561.3350,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2015,Emissions (thousand metric tons of carbon dioxide),46930.8990,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2016,Emissions (thousand metric tons of carbon dioxide),46422.5300,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2017,Emissions (thousand metric tons of carbon dioxide),50757.8150,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,1975,Emissions per capita (metric tons of carbon dioxide),1.9640,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,1985,Emissions per capita (metric tons of carbon dioxide),2.3670,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,1995,Emissions per capita (metric tons of carbon dioxide),4.7110,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2005,Emissions per capita (metric tons of carbon dioxide),5.8450,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2010,Emissions per capita (metric tons of carbon dioxide),4.4980,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2015,Emissions per capita (metric tons of carbon dioxide),4.5310,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2016,Emissions per capita (metric tons of carbon dioxide),4.4960,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
620,Portugal,2017,Emissions per capita (metric tons of carbon dioxide),4.9280,Data includes the Azores and Madeira.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,1975,Emissions (thousand metric tons of carbon dioxide),4927.5270,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,1985,Emissions (thousand metric tons of carbon dioxide),10685.7350,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,1995,Emissions (thousand metric tons of carbon dioxide),16831.6990,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2005,Emissions (thousand metric tons of carbon dioxide),33211.6770,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2010,Emissions (thousand metric tons of carbon dioxide),55503.4240,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2015,Emissions (thousand metric tons of carbon dioxide),77645.4890,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2016,Emissions (thousand metric tons of carbon dioxide),79084.1020,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2017,Emissions (thousand metric tons of carbon dioxide),80116.5510,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,1975,Emissions per capita (metric tons of carbon dioxide),30.0460,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,1985,Emissions per capita (metric tons of carbon dioxide),28.8030,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,1995,Emissions per capita (metric tons of carbon dioxide),32.8100,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2005,Emissions per capita (metric tons of carbon dioxide),38.3950,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2010,Emissions per capita (metric tons of carbon dioxide),31.1820,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2015,Emissions per capita (metric tons of carbon dioxide),31.2830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2016,Emissions per capita (metric tons of carbon dioxide),30.7720,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
634,Qatar,2017,Emissions per capita (metric tons of carbon dioxide),30.3590,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,1975,Emissions (thousand metric tons of carbon dioxide),77728.2220,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,1985,Emissions (thousand metric tons of carbon dioxide),155729.6000,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,1995,Emissions (thousand metric tons of carbon dioxide),357306.0060,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2005,Emissions (thousand metric tons of carbon dioxide),457672.1170,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2010,Emissions (thousand metric tons of carbon dioxide),550915.6530,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2015,Emissions (thousand metric tons of carbon dioxide),582047.1070,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2016,Emissions (thousand metric tons of carbon dioxide),589212.1690,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2017,Emissions (thousand metric tons of carbon dioxide),600034.3670,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,1975,Emissions per capita (metric tons of carbon dioxide),2.2030,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,1985,Emissions per capita (metric tons of carbon dioxide),3.8160,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,1995,Emissions per capita (metric tons of carbon dioxide),7.9240,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2005,Emissions per capita (metric tons of carbon dioxide),9.4980,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2010,Emissions per capita (metric tons of carbon dioxide),11.1170,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2015,Emissions per capita (metric tons of carbon dioxide),11.4090,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2016,Emissions per capita (metric tons of carbon dioxide),11.4980,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
410,Republic of Korea,2017,Emissions per capita (metric tons of carbon dioxide),11.6630,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,1995,Emissions (thousand metric tons of carbon dioxide),11892.9940,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2005,Emissions (thousand metric tons of carbon dioxide),7810.4910,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2010,Emissions (thousand metric tons of carbon dioxide),7946.5520,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2015,Emissions (thousand metric tons of carbon dioxide),7578.5200,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2016,Emissions (thousand metric tons of carbon dioxide),7710.6880,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2017,Emissions (thousand metric tons of carbon dioxide),7526.6730,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,1995,Emissions per capita (metric tons of carbon dioxide),3.2360,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2005,Emissions per capita (metric tons of carbon dioxide),2.1730,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2010,Emissions per capita (metric tons of carbon dioxide),2.2310,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2015,Emissions per capita (metric tons of carbon dioxide),2.1320,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2016,Emissions per capita (metric tons of carbon dioxide),2.1710,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
498,Republic of Moldova,2017,Emissions per capita (metric tons of carbon dioxide),2.1200,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,1975,Emissions (thousand metric tons of carbon dioxide),140600.3360,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,1985,Emissions (thousand metric tons of carbon dioxide),174876.0640,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,1995,Emissions (thousand metric tons of carbon dioxide),117587.8150,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2005,Emissions (thousand metric tons of carbon dioxide),92632.6530,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2010,Emissions (thousand metric tons of carbon dioxide),74725.4730,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2015,Emissions (thousand metric tons of carbon dioxide),69558.5700,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2016,Emissions (thousand metric tons of carbon dioxide),67962.6370,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2017,Emissions (thousand metric tons of carbon dioxide),70788.7600,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,1975,Emissions per capita (metric tons of carbon dioxide),6.6030,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,1985,Emissions per capita (metric tons of carbon dioxide),7.6850,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,1995,Emissions per capita (metric tons of carbon dioxide),5.1840,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2005,Emissions per capita (metric tons of carbon dioxide),4.3450,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2010,Emissions per capita (metric tons of carbon dioxide),3.6910,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2015,Emissions per capita (metric tons of carbon dioxide),3.5100,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2016,Emissions per capita (metric tons of carbon dioxide),3.4500,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
642,Romania,2017,Emissions per capita (metric tons of carbon dioxide),3.6140,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,1995,Emissions (thousand metric tons of carbon dioxide),1548252.1850,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2005,Emissions (thousand metric tons of carbon dioxide),1481897.1360,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2010,Emissions (thousand metric tons of carbon dioxide),1529228.1680,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2015,Emissions (thousand metric tons of carbon dioxide),1534458.2330,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2016,Emissions (thousand metric tons of carbon dioxide),1510557.5980,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2017,Emissions (thousand metric tons of carbon dioxide),1536878.8250,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,1995,Emissions per capita (metric tons of carbon dioxide),10.4350,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2005,Emissions per capita (metric tons of carbon dioxide),10.3250,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2010,Emissions per capita (metric tons of carbon dioxide),10.7050,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2015,Emissions per capita (metric tons of carbon dioxide),10.6490,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2016,Emissions per capita (metric tons of carbon dioxide),10.4650,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
643,Russian Federation,2017,Emissions per capita (metric tons of carbon dioxide),10.6360,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,1975,Emissions (thousand metric tons of carbon dioxide),22518.8950,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,1985,Emissions (thousand metric tons of carbon dioxide),117802.2040,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,1995,Emissions (thousand metric tons of carbon dioxide),191653.1000,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2005,Emissions (thousand metric tons of carbon dioxide),298036.6260,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2010,Emissions (thousand metric tons of carbon dioxide),419163.5410,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2015,Emissions (thousand metric tons of carbon dioxide),531554.3260,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2016,Emissions (thousand metric tons of carbon dioxide),526887.3740,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2017,Emissions (thousand metric tons of carbon dioxide),532181.6110,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,1975,Emissions per capita (metric tons of carbon dioxide),3.0310,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,1985,Emissions per capita (metric tons of carbon dioxide),8.9320,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,1995,Emissions per capita (metric tons of carbon dioxide),10.2290,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2005,Emissions per capita (metric tons of carbon dioxide),12.4670,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2010,Emissions per capita (metric tons of carbon dioxide),15.2830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2015,Emissions per capita (metric tons of carbon dioxide),16.8440,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2016,Emissions per capita (metric tons of carbon dioxide),16.3240,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
682,Saudi Arabia,2017,Emissions per capita (metric tons of carbon dioxide),16.1570,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,1975,Emissions (thousand metric tons of carbon dioxide),1609.2570,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,1985,Emissions (thousand metric tons of carbon dioxide),2124.6970,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,1995,Emissions (thousand metric tons of carbon dioxide),2478.5290,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2005,Emissions (thousand metric tons of carbon dioxide),4626.2030,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2010,Emissions (thousand metric tons of carbon dioxide),5460.9830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2015,Emissions (thousand metric tons of carbon dioxide),7516.8570,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2016,Emissions (thousand metric tons of carbon dioxide),8159.9770,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2017,Emissions (thousand metric tons of carbon dioxide),8311.5320,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,1975,Emissions per capita (metric tons of carbon dioxide),0.3260,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,1985,Emissions per capita (metric tons of carbon dioxide),0.3280,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,1995,Emissions per capita (metric tons of carbon dioxide),0.2830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2005,Emissions per capita (metric tons of carbon dioxide),0.4110,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2010,Emissions per capita (metric tons of carbon dioxide),0.4230,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2015,Emissions per capita (metric tons of carbon dioxide),0.5020,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
686,Senegal,2016,Emissions per capita (metric tons of carbon dioxide),0.5290,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
